customer_id,join_date,Tenure_days,Recency_days,Frequency_orders,last_purchase_days,Target_Code
gue***jz8942,2025-09-06,116,28,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
jun***6279,2025-09-27,95,1,1,4.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
moo***n9371,2025-11-20,41,2,1,4.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
gue***c2772,2025-04-20,255,148,6,196.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
blu***bt5495,2025-10-27,65,2,1,13.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
kim***4843,2025-11-20,41,2,1,8.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lov***7652,2025-08-29,124,26,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lee***f684,2025-12-11,20,3,1,5.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sta***5824,2025-05-10,235,94,6,132.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
moo***fv5774,2025-06-08,206,14,9,62.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
kan***pa8619,2025-11-02,59,39,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sun***uei8491,2025-01-28,337,189,8,193.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
gue***a5354,2025-11-19,42,32,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sta***6220,2025-09-27,95,30,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
gue***v7326,2025-07-18,166,129,8,131.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lee***j1686,2025-07-11,173,56,6,65.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sky***z6635,2025-12-23,8,0,1,1.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sun***im3375,2025-05-06,239,8,13,79.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
kim***7529,2025-06-30,184,46,10,66.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sta***u7235,2025-11-23,38,36,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lov***5787,2025-09-08,114,39,7,83.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sky***c6097,2025-10-06,86,9,1,9.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lee***f644,2025-10-17,75,5,1,9.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
blu***r6994,2025-01-31,334,187,8,189.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sky***4985,2025-06-22,192,74,6,76.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
blu***1197,2025-03-22,284,59,8,159.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
blu***5623,2025-12-10,21,0,1,8.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sun***uxi123,2025-05-20,225,26,9,74.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
cho***ik1004,2025-11-27,34,33,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
kim***200,2025-06-23,191,83,3,141.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
use***n7418,2025-10-21,71,50,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sun***vj6427,2025-05-08,237,57,10,121.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
hap***do5192,2025-12-02,29,0,1,1.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
kan***jc7583,2025-10-07,85,27,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
use***il9829,2025-04-08,267,60,7,188.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
use***j8390,2025-03-27,279,51,4,134.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
par***d5874,2025-05-12,233,98,3,139.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lov***8847,2025-05-12,233,145,3,193.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
hap***xe803,2025-08-21,132,57,13,68.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
par***p5116,2025-09-29,93,0,1,1.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lov***zm2000,2025-09-05,117,48,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
kan***6874,2025-06-25,189,5,7,79.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
jun***xc550,2025-08-28,125,39,15,89.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
gue***zcn4350,2025-09-18,104,25,6,61.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sun***yb2336,2025-04-17,258,25,2,61.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
hap***d4268,2025-09-28,94,40,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sky***t5102,2025-04-11,264,17,2,74.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sta***j261,2025-06-07,207,93,7,120.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
blu***b733,2025-11-11,50,0,1,3.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
kan***b4405,2025-10-21,71,20,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
moo***rs8295,2025-05-20,225,46,10,178.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
par***r3215,2025-12-14,17,8,1,8.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
cho***e443,2025-12-30,1,0,1,1.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
use***rr3183,2025-10-18,74,9,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lov***b4040,2025-11-10,51,1,1,1.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
cho***7979,2025-05-03,242,76,3,130.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
cho***xj7018,2025-07-24,160,30,11,79.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
blu***ky7083,2025-04-19,256,47,7,156.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
kan***l3560,2025-06-07,207,69,8,79.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
kim***347,2025-06-29,185,56,10,149.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lee***502,2025-10-03,89,12,1,14.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
jun***yh7157,2025-11-19,42,17,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sun***s5754,2025-04-17,258,42,8,156.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
jun***2390,2025-11-05,56,25,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
cho***v717,2025-04-26,249,156,9,182.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
blu***w904,2025-08-29,124,51,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sta***un7760,2025-06-28,186,63,9,90.0,"[['G03_REPURCHASE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
gue***s4763,2025-06-10,204,43,7,143.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
jun***zw7121,2025-03-26,280,166,8,180.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
lov***v5221,2025-03-07,299,89,2,193.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
sky***b1789,2025-10-22,70,5,1,6.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
hap***fq4302,2025-11-11,50,49,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
hap***rq5024,2025-09-17,105,6,1,13.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
par***r5370,2025-09-21,101,10,1,10.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
moo***g520,2025-10-18,74,2,1,10.0,"[['G02_ROUTINE', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
kim***593,2025-10-30,62,40,0,,"[['G01_WELCOME', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
use***7372,2025-04-15,260,30,4,186.0,"[['G04_WINBACK', 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER'], 'G05_SPRING', 'G05_SUMMER', 'G05_AUTUMN', 'G05_WINTER']"
