Topic,Review_Raw,Tokens,Representative_document
17,프리메라 알파인 베리 워터리 수분크림 행사로 저렴하게 구매했어요. 사은품으로 수달 파우치도 받고 샘플도 다양하게 받아서 좋았습니다. 프리메라 알파인 베리 워터리 수분크림은 부드러운 발림성과 촉촉한 마무리감이라 아침저녁 언제든 바르기 좋은 수분크림이에요.,프리 알파인 베리 워터 수분 크림 행사 저렴하다 사은품 수달 파우치 샘플 다양 프리 알파인 베리 워터 수분 크림 발림 마무리 아침 저녁 수분 크림,True
17,"프리메라 알파인베리 워터리 크림
수분크림 튜브 용기라 너무 편해요. 
바를때도 수분감 많이 느껴지고, 바르고 나서도 촉촉함이 오래 유지돼서 좋아요. 
프리메라 제품 순하고 좋은데 특히 알파인베리 워터리 크림은 애장하는 제품중 하나네요.",프리 알파인 베리 워터 크림 수분 크림 튜브 용기 편하다 수분 유지 프리 순하다 알파인 베리 워터 크림,True
35,"1) 일반적으로 물같거 가벼운 타입의 클렌징 오일이 아니었다, 묵직한 느낌으로 클렌징오일과 젤타입 폼클렌징 그 사이! 

2) 젤타입 폼클렌징보다 부드럽게 롤링 되며 첫 도포및 롤링으로 립&아이&페이스 메이크업 의 대부분이 깨끗이 지워졌다

3) 약간의 물을 묻힌후 다시 롤링 해주면 오일이 약간의 거품이 생성되면서 메이크업 잔여물을 깨끗이 지워줌

4) 일반 클렌징 오일과 다르게 산뜻한 마무리감! 

(기존 클렌징 오일은 미끌거리는 느낌이 강해 물세안을 여러번 한 후 클렌징폼으로 2차 세안)

5) 세정력(기본 메이크업 모두 세정됨)및 마무리감(촉촉하고 산뜻한 마무리감)이 좋았다

6) 선크림&베이스 메이크업만 했을때 이 제품 한가지로만 끝!! 

추후 구매의사 1000% 있어요^^",일반 타입 클렌징 오일 클렌징 오일 타입 클렌징 사이 타입 클렌징 롤링 도포 롤링 아이 페이스 메이크업 대부분 약간 롤링 오일 약간 거품 생성 메이크업 잔여 일반 클렌징 오일 다르다 마무리 기존 클렌징 오일 강하다 세안 클렌징 세안 세정 기본 메이크업 세정 마무리 마무리 크림 베이스 메이크업 추후 의사,True
5,"피부가 악건성이어서 매번 세안할 때 어떤 제품을 사용할까? 걱정을 많이 했는데 이번 제품 사용해보니깐 한 번에 세안이 돼서 간편하고 편합니다 ~^^
가장 좋은 거는 포인트를 사용해서 가격 저렴하게 구입하고 포인트도 다시 환급받아서 좋아요. 그리고 제품 하나 샀는데 다양한 샘플들이 아주 넉넉하게 보내주셔서 너무 감사합니다
정품 일 때는 가격이 좀 비싼 부분이 있는데 할인 받아서 쿠폰 사용하니까 저렴하고 좋아요. 잘 사용해 볼게요",피부 건성 세안 걱정 세안 편하다 포인트 가격 저렴하다 구입 포인트 환급 다양 샘플 감사 정품 가격 비싸다 할인 쿠폰,True
35,사용법에는 오일을 펌핑해서 롤링하며 메이크업을 녹여주라도 되어있어요. 그러나. 얼굴에 올리고 2번정도 롤링하는순간 하얗게 비누가 올라오면서 퍽퍽해진다고 해야하나 롤링할수 없는 상태가 되네요 이때 자극이 되구요. 롤링할수 없는 상태다 되다보니 바로 물을 묻혀 거품 세안을 해야해요. 거품은 적당히 만들어지고요. 오일상태에서 메이크업을 녹이는 부분이 거의 없는것 같게느껴지지만 클렌징은 생각보다 잘되는것 겉아요.향도 은은하니 좋네요.,사용법 오일 펌핑 롤링 메이크업 얼굴 롤링 순간 비누 퍽퍽하다 롤링 상태 자극 롤링 상태 거품 세안 거품 오일 상태 메이크업 클렌징,True
35,"클렌징 오일처럼 얇게 롤링되는 느낌보다는

묵직한 느낌이 강한 제품입니다

물없이 제품을 덜어내서 피부에 롤링했을땐

묵직한 느낌의 오일 느낌이 있습니다.

충분히 문지른 후에 물을 많이 묻혀 롤링했더니

바로 거품이 나네요~!

다른 클렌징 오일을 쓰면 사용하고나서 잔여감이 없지않아 있었는데 이 제품은 폼으로 변해서 거품 세안까지 되니 2차 세안을 따로 하지 않아도 개운합니다 ^^

향도 릴렉스가 되는 향이라 인공적이지 않고 너무 좋아요",클렌징 오일 롤링 강하다 피부 롤링 오일 롤링 거품 클렌징 오일 잔여 거품 세안 세안 개운하다 렉스 인공,True
41,"선물용으루 구매함.........................................!
......................................................................!",선물,True
29,"타사 패드 사용했는데 피부랑 잘 안 맞는 것 같아서 찾다가 한율에서 모공패드가 새로 나온 것 같길래 구매했어요.
마침 모공에도 고민이 많았던지라 관리할 겸 사용하려구요.
여기 몰에 있는 패드들은 마스크팩처럼 붙여서 사용하는 게 많았는데 닦토로 쓸만한 두툼한 패드가 나와서 좋아요ㅎ",타사 패드 피부 모공 패드 모공 고민 관리 패드 마스크 닦토로 패드,True
29,패드 마니아라 쟁여놓고 쓰는 편이에요 아직 개봉전이지만 한율 패드 좋은것 같아요 톡톡한 패드가 얼굴에 올려놓고 팩하기 좋아서 어린쑥 패드랑 번갈아가면서잘 쓰고 있어요. 모공고민이 있어서 이번엔 부들밤패드 자주 써보려구요,패드 마니아 개봉 패드 패드 얼굴 어리다 패드 모공 고민 부들 패드,True
29,"쑥패드도 정말 잘 썼는데 부들밤 패드도 정말 좋네요
지금까지 써본 패드 중에서 제일 훨씬 좋아요
쑥패드는 그냥 촉촉해 지는 느낌이었다면 
부들밤 패드는 얼굴에 광이 돌면서 촉촉해져요
번들거리는 광이 아니라 은은한 수분광이라서 화장도 촉촉하니 진짜 잘 먹어요",패드 부들 패드 지금 패드 패드 부들 패드 얼굴 촉촉하다 수분 화장,True
22,"한율 순해서 피부에 잘 맞아서 자주 구매해요 
몆년째 꾸준히 이용중이네요
입술이 건조해서 립밤은 꼭 발라주는데 
촉촉하고 가격도 착한 이제품으로~ 
자초랑 어린쑥 제일 좋아하는데 쌀도 궁금해서 주문했어요 
색이 발색되는건 없는것같아요
그냥 무난하게 초촉하고 자연스러워요
다음에는 서리태도 구매 해봐야겠어요",순하다 피부 이용 입술 건조 립밤 촉촉하다 가격 착하다 자초 어리다 자연 다음 서리 태도,True
22,가성비 좋은 한율 립밤! 오래도록 자초만 써오다 조금 더 내츄럴한게 필요해서 빨간쌀도 구매해봤어요. 발색은 생각보다 많이 자연스럽긴 해요. 보습력은 넘 만족하며 씁니다. 열심히 바르고있어서 그런지 올겨울 입술 터본적없어요,가성비 립밤 자초 내츄럴 필요 자연 보습 만족 겨울 입술,True
22,한율 핸드크림 유자 자초 서리태 빨간쌀 다 써봤는데 저는 자초가 제일 마음에 들어서 또 구매하게 됐어요 요즘 날씨도 덥지만 코로나 시국이라 손소독제 자주 사용하고 손 세정도 자주하게 되어서 굉장히 손이 건조해졌는데 자초는 굉장히 꾸덕한 제형같은데 흡수가 빠르게되고 그만큼 보습도 잘되어서 마음에 듭니다,핸드 크림 유자 자초 서리 자초 요즘 날씨 코로나 시국 소독제 세정 건조 자초 꾸덕 제형 흡수 빠르다 보습,True
9,"마스크팩 봉투를 뜯었는데 유자향이 좋았어요.
상큼한 유자향이 은은하게 나요.
마스크팩을 꺼내니까 에센스가 듬뿍 마스크에 스며있었고, 젤리같은 마스크팩이었어요.
처음에 얇아서 좀 펼치는게 잘 안되긴 했는데요.
펼쳐서 얼굴에 붙이니까 초밀착으로 밀착이 잘 됐어요!
마스크팩 할 동안 앉아 있었는데 에센스가 흘러 내린다거나 마스크가 움직인다 던지 그러지 않았어요.
얇고 밀착이 잘 돼서 피부가 다 비쳐보일 정도예요.
유자향도 좋고 쫀쫀하게 피부에 붙어 있어서 팩하는 동안 편하게 잘 했어요!
에센스가 말라갈때쯤 뗐고, 손으로 얼굴에 있는 에센스 흡수 시켰어요.
에센스가 가볍고 부드러운 느낌에 흡수가 잘 돼요.
마스크 봉지에 있는 에센스도 손으로 긁어서 몸에도 사방데 다 발라줬어요~ 오래간만에 하는 마스크팩이었는데 잘 사용했어요.
정말로 마스크팩 하고 나니까 밝아졌고, 피부 진정이 됐어요",마스크 봉투 유자 유자 마스크 에센스 마스크 젤리 마스크 처음 얼굴 밀착 밀착 마스크 동안 에센스 마스크 밀착 피부 유자 쫀쫀 피부 동안 편하다 에센스 얼굴 에센스 흡수 에센스 흡수 마스크 봉지 에센스 사방 오래간만 마스크 마스크 피부 진정,True
2,선물용으로 구매했는데 넘 만족해요~~~,선물 만족,True
2,"촉촉하고 은은하고 
향도 좋고 아이가 좋아합니다",아이,True
43,이거하나만 써요 제일 좋은고 같아요 감사합니댜,감사,True
11,"두번째 구매입니다
향도 좋고 샤워후 피부가 매끄러워요",샤워 피부,True
2,배송 빠르고 향도 좋고 촉촉해요~~~,배송 빠르다 촉촉하다,True
52,"향도 은은하고 좋았어요
무엇보다 배송이 빨라서 좋네요.",배송 빠르다,True
2,"좋아요
샤워후 당김도 없고
꾸준히 쓸거 같아요",샤워,True
11,"두번째 구매
제일 좋아하는 향인데 샤워후에 피부도 부드러워 재구매해요",샤워 피부,True
-1,"향이 은은하고 좋아요
그런데 겨울에 사용하기에는 건조하네요",겨울 건조,True
-1,선물하려고 샀어요. 좋아하네요. 좋은상품이네요. 재구매강추요,선물,True
-1,좋은상품 감사합나. 양도많네요. 굿굿.,감사,True
2,좋은 제품 감사합니다 너무 싸게 잘 삿어요,감사,True
46,좋은 상품 값싸게 주셔서 감사합니다,감사,True
44,"끈적이지 않고 빠르게 흡수되어서 마음에 들어요 
유통기한 2027년 11월 28일도 긴 편이고 양도 400g으로 넉넉해서 듬뿍 사용하기에도 좋아요
그리고 무엇보다도 향이 너무 좋고 촉촉해서 최고입니다. 
다쓰고 나면 또 구입할거 같아요",빠르다 흡수 유통 기한 최고 구입,True
3,"아크네 클렌징폼을 사용해본 결과, 정말 만족스러웠습니다. 처음 사용했을 때부터 부드러운 거품이 피부에 잘 스며들어 깨끗하게 세안되는 느낌이 좋았고, 특히 메이크업 잔여물이 깔끔하게 제거되는 점이 마음에 들었습니다. 사용 후 피부가 건조해지지 않고 촉촉함이 유지되어, 세안 후에도 편안한 느낌이 들었습니다. 또한, 자극 없이 부드럽게 세안할 수 있어 민감한 피부에도 잘 맞는 것 같아요. 앞으로도 꾸준히 사용하고 싶고, 주변에도 추천하고 싶습니다.",아크네 클렌징 결과 만족 처음 거품 피부 세안 메이크업 잔여 제거 피부 건조 유지 세안 편안 자극 세안 피부 주변 추천,True
-1,"항상 사용하고 n번째 재구매 중인 제품입니다
열일해주세요 감사합니다 😀😀😀😃😃😃😄😄😄😁😁😁😆😆😆🤣🤣🤣😂😂😂🙂🙂🙂🙃🙃🙃🫠🫠🫠😉😉😉😊😊😊😇😇😇🥰🥰🥰😍😍😍",감사,True
20,기대없이 저렴해서 사본건데 너무 만족스러워요 매일 아침저녁에 아낌없이 막 쓰기 좋아요 뽀득뽀득 잘 씻기는데 그다지 당김은 안느껴지고 매끈매끈해져요. 선크림만 바른날에도 잘 지워져서 좋네요. 데일리 세안용으로 추천합니다,기대 만족 아침 저녁 크림 데일리 세안 추천,True
26,해피바스 제로퍼센트 저자극 버블 핸드워시 500ml 잘 받았어요. 매일 매일 손을 자주 씻기 때문에 핸드워시가 아주 중요한 제품인데 자극이 없어서 참 좋습니다. 보습에도 도움이 되고 청결하게 손을 유지해주는 핸드워시라서 마음에 들어요. ^^,해피 바스 자극 버블 핸드 워시 ml 핸드 워시 중요 자극 보습 도움 청결 유지 핸드 워시,True
-1,무향이고 아이와 함께 잘 사용중이에요.계속 재구매중입니다.,아이,True
-1,무향이라 아이와 쓰기 좋아요.계속 재구매 하고 있습니다.,아이,True
2,무난하게 사용할 수 있는 핸드워시입니다,핸드 워시,True
2,핸드워시 깔끔하게 잘 쓰고 있어요 ~~,핸드 워시,True
-1,사용하기조아요,조아,True
26,무난하게 사용할 수 있는 핸드워시!,핸드 워시,True
26,해피바스 제로퍼센트 저자극 버블핸드워시 500ml 잘 사용하고 있습니다. ^^ 가족들이 모두모두 매일매일 손을 자주 씻어서 핸드워시를 금방 다 사용하더라고요. 용량이 작은 것은 너무 자주 바꿔줘야 해서 불편하고 귀찮은데 해피바스 제로퍼센트 저자극 버블핸드워시는 대용량이라서 오래 쓸 수 있어서 정말 좋습니다. 저자극이라서 안심하고 사용하고 있네요. 강추해요!,해피 바스 자극 버블 핸드 워시 ml 가족 핸드 워시 용량 불편 귀찮다 해피 바스 자극 버블 핸드 워시 용량 자극 안심,True
11,"상큼한 향과 샤워후 상쾌함을 느낄수 있어서
 좋았습니다. 계속 사용할듯여",샤워,True
41,진짜조아요~!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,조아,True
50,잘 사용중입니다. 쿠션보다 양이많고 오래쓸수 있어서 마음에들어요. 촉촉하면서 부드럽게 커버되면서 글로시한 표현이되어 좋습니다. 사은품 란제리 블러쉬는 볼터치 표현이 가능해서 마음에들어요. 파우치는 세워져서 사용이 편해요.,쿠션 커버 글로시 표현 사은품 란제리 블러 터치 표현 가능 파우치 편하다,True
36,얼굴이 블랙 쿠션만 간신히 허락해주는 극지성인데 글로우 파데 써보려고 샀어요 파운데이션 톤이 낮아서 한 톤 높여서 샀는데도 블랙 쿠션이랑 같이 써야될 것 같긴 해요 얇게 잘 발리는데 커버력은 흠...그거 외에는 다 좋아요,얼굴 블랙 쿠션 허락 지성 파운데이션 블랙 쿠션 커버,True
-1,잘받았습니다 감사합니다 잘써볼게요,감사,True
50,잘 사용중입니다. 쿠션보다 양이많고 오래쓸수 있어서 마음에들어요. 촉촉하고 부드럽게 커버가되고 글로시한 표현이되어 너무 좋습니다. 사은품 란제리 블러쉬는 볼터치 표현이 가능해서 마음에들어요. 파우치는 세워져서 사용이 편해요.,쿠션 촉촉하다 커버 글로시 표현 사은품 란제리 블러 터치 표현 가능 파우치 편하다,True
27,"원래 블랙 쿠션+파데 쓰는 사람인데
겨울에 글로시+촉촉한 제품을 찾다가 새로 나왔대서 써봤어용
블랙 파데 보다 확실히 촉촉하고 제형이 묽어요
무엇보다 발랐을 때 무겁지 않고 바르고 나면 가벼움 + 촉촉한 느낌이 들어서 좋습니다
근데 이런 글로시한 파데의 특성상 커버력은 완전 낮고 ㅜ
얼굴 잘못 터치하면 밀려나가서 조심해야 해요!!

오랜만에 피부에 잘 맞는 템 찾아서 계속 쓸 것 같은데
커버력이 좀만 더 좋아지면 좋겠다 생각합니당
그리고 같이 주는 브러쉬랑 사용했더니 균일하게 잘 바를 수 있어서 좋아용",블랙 쿠션 겨울 글로시 블랙 촉촉하다 제형 글로시 파데 특성 커버 얼굴 터치 조심 오랜만 피부 커버 브러쉬 균일,True
36,"제 피부타입은 지성이고 블랙쿠션을 너무 잘 쓰고 있는데 헤라의 글로우 쿠션도 궁금해서 구매해봤어요. 블랙쿠션과 비교하자면 이 쿠션이 글로우하긴 하지만 번떡번떡 광 아니고 절제된 광이 나요. 저는 어떤 파데/쿠션을 써도 웬만큼 광이 잘 나는 지성피부인 것을 감안할 때 광이 많이 나는 쿠션이라고 보긴 어려워요. 다만 저는 보통의 광채 쿠션을 쓰면 개기름처럼 보이기 때문에 이정도의 글로우 만족합니다. 그런데 블랙쿠션에 비하면 커버력이 많이 낮고 피부결 보정력이 훨씬 덜합니다. 블랙쿠션 쓰고는 피부 좋아졌다는 말을 종종 들었는데 이 쿠션은 그런 뽀용한 느낌은 아니네요. 그래서 피부에 가릴 것은 많이 없지만 너무 기름진 광은 싫다 하는 지성, 복합성 분들께 적합할 것 같아요. 색은 화사하니 예쁘고 다크닝도 느껴지지 않습니다. 저는 중요한 날에는 블랙쿠션을 쓰고 집 앞에 잠깐 나갈 때 이 쿠션을 쓸 것 같아요.",피부 타입 지성 블랙 쿠션 쿠션 블랙 쿠션 비교 쿠션 절제 파데 쿠션 지성 피부 감안 쿠션 보통 광채 쿠션 개기름 만족 블랙 쿠션 커버 피부 보정 블랙 쿠션 피부 쿠션 피부 기름지다 복합 적합 예쁘다 다크닝 중요 블랙 쿠션 쿠션,True
36,"블랙쿠션만 주구장창 써오다가 겨울에 너무 건조했어서 새로 구매해봤어요^^ 블랙쿠션보다 가격이 꽤 있는데...
블랙쿠션보다 촉촉하지만 커버력은 낮구요
볼쪽만 글로우쿠션써야할 것 같아요
지속력도 블랙쿠션보다 낮구요ㅜㅠ
촉촉한건 좋았지만 단점이 더 많은 것 같아서 다시 블랙쿠션으로 돌아갈 것 같아요
저는 약간건성이라 겨울에만 이 쿠션쓰고 간절기때는 볼쪽만 쓸 것 같네요",블랙 쿠션 구장 겨울 건조 블랙 쿠션 가격 블랙 쿠션 커버 쿠션 지속 블랙 쿠션 촉촉하다 단점 블랙 쿠션 건성 겨울 쿠션 절기,True
50,"빠른배송으로 잘 받았습니다.
촉촉하고 부드럽게 커버가되서 좋아요. 블랙쿠션보다 가볍고 얇게 밀착 커버되면서 글로시한 표현이되어 좋습니다. 사은품 란제리 블러쉬는 볼터치 표현이 가능해서 마음에들어요. 파우치는 세워져서 사용이 편해요.",빠르다 배송 촉촉하다 커버 블랙 쿠션 밀착 커버 글로시 표현 사은품 란제리 블러 터치 표현 가능 파우치 편하다,True
0,"촉촉한 발림성이 좋은 헤라 립밤입니다~
112 본 프리 구매했는데,
본연의 입술색을 자연스러우면서도 생기가 돌게, 그렇다고 발색력이 없지 않아 건강하고 예쁜 핑크 입술로 표현해 주는 정말 혈색핑크라는 설명이 딱 맞는 립밤입니다~
입술을 진하게 하지 않는 제게 딱 맞는 컬러감이에요~",발림 립밤 프리 입술 자연 생기 건강 예쁘다 핑크 입술 표현 혈색 핑크 설명 립밤 입술 진하다 컬러,True
32,"확실히 모공커버가 되는 듯 해요!
파우더를 발랐을 때 처럼 아예 유분기가 모조리 없어지는 매트한 느낌은 아닙니다. 제품 내장된 브러쉬로 살살 쓸어서 적용하면 가볍게 프라이머 파우더가 밀착이 돼요!
갑갑한 느낌도 아니구요, 사용 후 쿠션 사용하면 확실히 커버가 더 잘 되네요!",모공 커버 파우더 유분 매트 내장 브러쉬 적용 프라이머 파우더 밀착 쿠션 커버,True
4,"겨울천이라 넘넘 건조해서 사용해봤더니
쫀득쫀득 좋아요",겨울 건조,True
3,"💧💧피부속 수분을 채워주는 수분촉촉 크림스킨💧💧

라네즈 크림스킨은 처음 출시되었을때부터 현재 리뉴얼된 제품까지 몇년동안 쭈우욱~~ 쓰고잇어요~🙌

피부 기초단계때 닦토할때 화장솜에 적셔서 피부결도 정리할때 크림스킨을 사용하고 피부속 수분을 채워주기 위해서 화장솜패드에 듬뿍 적셔서 양쪽 볼이랑 이마에 팩처럼 사용하고 잇는데 정말 꾸준히 몇년을 사용하니 속건조도 없어지고 피부과 다년온것 처럼 물광피부로 바뀌더라구요🚩

피부장벽부터 탄탄하게 만들어주고 수분을 모공 속부터 채워주어서 하루종일 피부건조함 없이 만들어주고 너무너무 착한 보습스킨인것 같아요~~

얼마전에 리뉴얼되었는데 용기 디자인도 더 귀여워지고 용량도 더 많아져서 넘 좋아요~~

저는 피부 기초케어에서 스킨단계가 가장 중요하다고 생각하기때문에 스킨 고를때 가장 신중한 편인데 라네즈 크림스킨 제품을 한번 써보고 몇년째 정착해버렸습니다~~~~

크림을 녹여서 만든 스킨이라 역시 보습+탄력+장벽케어 를 한번에 할수 잇다는 장점이 너무 좋아요",피부 수분 수분 크림 스킨 크림 스킨 처음 출시 리뉴얼 동안 쭈우욱 피부 기초 단계 화장 피부 정리 크림 스킨 피부 수분 화장 패드 양쪽 이마 건조 피부과 다년 피부 피부 장벽 탄탄하다 수분 모공 하루 종일 피부 건조 착하다 보습 스킨 얼마 리뉴얼 용기 디자인 용량 피부 기초 케어 스킨 단계 중요 스킨 신중 크림 스킨 정착 크림 스킨 보습 탄력 장벽 케어 장점,True
-1,"예전에 크림스킨이 처음 출시되었을때 진짜 획기적인 제품이라는 생각이 들었어요
크림과 스킨을 접목할 생각을 하시다니..!!
미스트펌프도 같이 구성되어있어서 건조함을 느낄때 수시로 크림미스트 뿌려주면 촉촉하니 넘좋아요!! 
본품에 리필에 샘플까지 구성되어있어서 가성비좋게 너무 잘샀습니당ㅎㅎ",예전 크림 스킨 처음 출시 획기적 크림 스킨 접목 미스트 펌프 구성 건조 크림 미스트 리필 샘플 구성 가성비,True
6,"거의 다 써갑니당 ㅎㅎㅎ 믿고 쓰는 라네즈 크림스킨~~~~ 화장하기 전에 뿌리고 흡수시키면 화장 잘 먹어거 좋습니당!! 좋아서 친구들한테도 선물했어용 ㅎㅎㅎㅎ 가을 겨울에 딱인 느낌 ㅎㅎ 보습 좋아요~~ 그리고 미스트펌프 너무 편해서 잘 쓰고있습니다…
세안 후 칙칙 뿌리면 보습 끝!!!",크림 스킨 화장 흡수 화장 친구 선물 가을 겨울 보습 미스트 펌프 편하다 세안 보습,True
25,"퍼펙트리뉴 3X 세럼 어드밴스드 기획세트 한 달 사용 후, 피부 톤이 확실히 맑아지고 눈에 띄던 모공이 줄어든 게 느껴졌어요. 보습감도 좋아 촉촉하게 흡수되고, 크림과 함께 쓰면 피부가 더욱 쫀쫀해집니다. 주름, 탄력, 광채까지 한 번에 관리할 수 있어 재구매 의사 있어요.",퍼펙트 세럼 어드밴스드 기획 세트 피부 모공 보습 촉촉하다 흡수 크림 피부 쫀쫀 주름 탄력 광채 관리 의사,True
25,"라네즈 퍼펙트 리뉴 3X 시그니처 세럼 은 주름개선, 탄력, 광채 3가지 효과가 있는 3가지 제형의 세럼을 포함하여 한꺼번에 짜서 섞어서 적용할 수 있는 신기한 세럼이라서 더 좋고 효과가 극대화 되는 것 같아서 만족스럽습니다",퍼펙트 시그니처 세럼 주름 개선 탄력 광채 효과 제형 세럼 포함 적용 세럼 효과 극대 만족,True
28,특이하게 3가지 에센스가 동시에주름 탄력 광채를 한꺼번에 해결할 수 있는 복합세럼인데 의외로 산뜻하게 스미면서 촉촉해서 좋아요,특이 에센스 동시 주름 탄력 광채 해결 복합 세럼,True
14,선물하려고 구매했어여. 좋아하시네요.,선물,True
2,"선물했는데 발림성도 좋고
순하다고 만족해 하십니다",선물 발림 순하다 만족,True
45,"원지 유튜브 보고 주문했어요~ 상품이 나온다는거 알고 아모레 들어와보니 제품 판매를 하고 있네요
원지 유튜브에서 말한거처럼 에센스 처럼 원한다고 하더니 진짜 썬크림 같지안고 기초 화장품 처럼 발림성이 나와요",원지 유튜브 아모레 판매 유튜브 에센스 썬크림 기초 화장품 발림,True
45,유튜브에서 보고 좋아보여서 구매했어요. 발림성 좋고 촉촉해서 건조할 때 쓰기도 좋고 화장전에 쓰기도 좋았어요. 향도 무난하니 괜찮았아요. 사용하고 눈시림도 못느꼈고 트러블 올라오는거도 없었습니다. 다시 구매할 거 같아요,유튜브 발림 촉촉하다 건조 화장 괜찮다 시리다 트러블,True
44,"유통기한이 28년2월까지 넉넉해서 좋아요.
같이 온 샘플 먼저 사용해서 맞는지 테스트해봤는데 괜찮은듯요.",유통 기한 샘플 테스트 괜찮다,True
2,선물용으로 구매했는데 너무 좋아하네요,선물,True
43,감사합니다 잘 쓰고있어요,감사,True
43,감사합니다 잘 쓸게요,감사,True
27,"라네즈 바운시 세럼 
피부 주름 개선 도움을 준다
나이가 드니깐 주름이 하나둘
모공이 넘 커지니깐 보기 힘드러요
깨끗하게 씻고 팩하고 마사지하고 잘 관리를 해야할것 같아요
피부가 조금씩 촉촉하니 좋은것 같아 잘 바르고 있어요",세럼 피부 주름 개선 도움 나이 주름 모공 힘드러요 마사지 관리 피부,True
2,"촉촉하고 산뜻해요 
첫구매했어요 
조아요 ~~",조아,True
2,배송 빠르고 꼼꼼하게 잘왔어요 잘쓸게요,배송 빠르다,True
52,"배송 빠르게 잘 받았습니다.
향이 좋고 사용감이 좋아요.",배송 빠르다,True
39,"라보H라인중 두피강화는 남편이 쓰고 있다!
샴푸는 시원하다고 피드백 받고 있고
나는 모발강화라인으로 구매~
기대해봄^^",라보 라인 두피 강화 남편 샴푸 피드백 모발 강화 라인 기대,True
1,두피가 자주 가렵고 머리가 많이 빠지는 것 같아서 도움되는 샴푸 찾아보다 아모레몰에 라보에이치 두피강화 샴푸 있길래 구매해서 꾸준히 사용중입니다. 눈에 보이는 효과는 모르겠지만 머리 감을때 이전 사용하던 샴푸보다 개운해서 좋습니다.,두피 머리 도움 샴푸 아모레 라보 에이치 두피 강화 샴푸 효과 머리 이전 샴푸,True
2,"선물로 받은뒤 제품이 맘에 들어서
제구매 했습니다",선물,True
24,리필팩이라 조아요 환경에 도움됨~^^* 리필팩이라 조아요 환경에 도움됨~^^* 리필팩이라 조아요 환경에 도움됨~^^* 리필팩이라 조아요 환경에 도움됨~^^* 리필팩이라 조아요 환경에 도움됨~^^* 리필팩이라 조아요 환경에 도움됨~^^*,리필 조아요 환경 도움 리필 조아요 환경 도움 리필 조아요 환경 도움 리필 조아요 환경 도움 리필 조아요 환경 도움 리필 조아요 환경 도움,True
37,"아모레퍼시픽 몰에서 각종 혜택 받고 잘 사용중인 뷰티템입니다 매일 들어가보는 재미가 있는 아모레몰 어플 ㅋㅋ 조아요

아모레퍼시픽 몰에서 각종 혜택 받고 잘 사용중인 뷰티템입니다 매일 들어가보는 재미가 있는 아모레몰 어플 ㅋㅋ 조아요",아모레퍼시픽 각종 혜택 뷰티템 재미 아모레 어플 조아요 아모레퍼시픽 각종 혜택 뷰티템 재미 아모레 어플 조아,True
30,"매일 사용하는 제품이 리필도 출시되어 너무 좋네요
매일 사용하는 제품이 리필도 출시되어 너무 좋네요매일 사용하는 제품이 리필도 출시되어 너무 좋네요매일 사용하는 제품이 리필도 출시되어 너무 좋네요매일 사용하는 제품이 리필도 출시되어 너무 좋네요",리필 출시 리필 출시 리필 출시 리필 출시 리필 출시,True
23,"여름이라 쿨링샴푸라 시원하니 더 좋습니다
샴푸할때 사용후에도 상쾌하니 좋아요",여름 샴푸 샴푸,True
2,선물용으로 구매했어요 좋아하시네요~ㅎㅎㅎ,선물,True
2,선물받았는데 사용감 좋습니다만족합니다,선물 만족,True
2,사용하기조아요,조아,True
-1,맘에들어요재구매해요감사합니다굿굿입니다,감사,True
1,"라보에이치 두피강화클리닉 쿨링&노세범 샴푸 쿨링이라
샴푸후 상쾌함이 좋아요 일주일에 한두번은 라보에이치 두피강화클리닉 쿨링&노세범 샴푸로 나머지는 라보에이치 탈모샴푸로 깨끗하게 샴푸하면 탈모에 도움이 되리라 생각하고 깨끗하게 샴푸합니다",라보 에이치 두피 강화 클리닉 노세 샴푸 샴푸 라보 에이치 두피 강화 클리닉 노세 샴푸 나머지 라보 에이치 탈모 샴푸 샴푸 탈모 도움 샴푸,True
46,"아주 마음에 들어요! 좋은 제품 잘 쓰겠습니다. 감사합니다.
 . .",감사,True
0,"려 우아체 멋내기 새치크림
염색약 색깔 오렌지브라운 
예쁜색으로 염색이되니 좋네요
소포장 3회분으로 들어있어서
신선하게 사용가능하게 만들어져서
좋은제품이예요
염색할때 눈따갑거나 두피 자극없이
염색이 잘되니 정말 굿입니다",우아체 새치 크림 염색약 색깔 오렌지 브라운 예쁘다 염색 포장 가능 염색 두피 자극 염색,True
23,"여름에 쓰기 좋은 샴푸예요
용량도 크고 만족합니다",여름 샴푸 용량 만족,True
38,"필요한화장품있을때마다
 항상 아리따움몰에서 
구매하는데 
이번에는 소품종류도 세일해서 
같이사봤어요~~ 
배송도 빨리왔고 
물건들도 다 좋아요 
마음에들어요 감사합니당~~
포장도 비닐사용없이
종이들로 완충포장 되어와서
분리배출하기 편해요
감사합니당~~",필요 화장품 소품 종류 세일 배송 물건 감사 포장 비닐 종이 완충 포장 분리 배출 편하다 감사,True
