Topic,Review_Raw,Tokens,Representative_document
20,"오딧세이 로맨틱 스킨 리파이너 
부드럽게 흡수도 잘되고 향도 은은하고 촉촉하고 좋습니다.",오딧세이 로맨틱 스킨 리파이너 흡수,True
78,아주 마음에 들어요 재구매 의사 있어요.,의사,True
1,가격도 적당하고피부에드 좋아재구매했어요.,피부,True
51,배송빠르고 제품 만족합니다.,빠르다,True
51,배송도 빠르고 늘 쓰던 제품이라 항상 믿고 잘 쓰고있습니다.,빠르다,True
3,배송빠르고 제품 만족합니다,빠르다,True
-1,"향이 은은한게 좋네요...
더 오래갈려면 피부에는 않좋겠죠?",피부,True
3,향기 좋아서 다시 주문했어요,향기,True
45,참 좋은 제품입니다 감사합니다 감사합니다,감사 감사,True
3,"향도 적당하고 촉촉하고 좋아요
배송도 빠르고요",빠르다,True
3,배송도 빠르고 제품도 좋네요,빠르다,True
1,"민감한 피부에도 좋구, 향도 넘 좋을 것 같아서 선물로 주문했습니다. 아직 사용전이긴 하지만 좋아하시리라 생각합니다.",피부,True
-1,향도 너무 좋고 맘에 듭니다. 재구매 의사 있습니다,의사,True
51,배송 빠르고 좋아요. 사은품 도 같이 왔어요.,빠르다,True
-1,늘 사용하는데 향도 좋고 피부가 좋아지는거 같아요,피부,True
-1,향이 좋고 순해서 계속 사용하게 돼요. 촉촉해요.,순하다 촉촉하다,True
3,피부에 촉촉하고 향도 좋아요~,피부,True
-1,"항상 구매해 사용 중인데, 만족하며 잘 사용하고 있습니다. 감사합니다.",감사,True
-1,무엇보다 제 피부에는 잘 맞아 잘 사용하고 있습니다.,피부,True
45,참 좋은 제품입니다 감사합니다 감사합니다,감사 감사,True
54,오딧세이 블랙스킨과 같이 사용하니 더 좋은 것 같아요. 오딧세이 블랙스킨과 같이 사용하니 더 좋은 것 같아요. 오딧세이 블랙스킨과 같이 사용하니 더 좋은 것 같아요. 오딧세이 블랙스킨과 같이 사용하니 더 좋은 것 같아요.,오딧세이 블랙 스킨 오딧세이 블랙 스킨 오딧세이 블랙 스킨 오딧세이 블랙 스킨,True
57,늘 쓰던 화장품이라 항상 믿고 잘 쓰고있습니다.,화장품,True
-1,"3번째 구매 사용중임
향기가 좋고 번들거리비 않음",향기,True
76,"오딧세이 블랙 스페셜 2종 기획세트 
세트 구성 고급지고 사은품도 좋습니다.
부드럽게 흡수되고 잔향도 은은하고 촉촉하고 
좋아요",오딧세이 블랙 스페셜 기획 세트 세트 구성 고급 흡수,True
76,"오딧세이 블랙 스페셜 2종 기획 세트 
세트 구성 고급스럽고 사은품도 좋습니다.
부드럽게 흡수되고 잔향도 은은하고 촉촉하고 좋습니다.",오딧세이 블랙 스페셜 기획 세트 세트 구성 고급 흡수,True
76,"오딧세이 블랙 스페셜 2종 기획세트
세트 구성도 고급스럽고 사은품 좋고 
부드럽게 흡수되고 잔 향도 은은하고 
촉촉하고 좋습니다.",오딧세이 블랙 스페셜 기획 세트 세트 구성 고급 흡수,True
54,"오딧 세이 블랙 좋아요~~!!
촉촉하고 향도 진해서 오딧세이 블랙만
사용하고 있어요 ~~~!오딧 세이 블랙 좋아요~~!!좋아요 ~~!! 잘 쓰고 있어요~~
촉촉하고 향도 진해서 오딧세이 블랙만
사용하고 있어요 ~~~!",오딧 블랙 촉촉하다 진하다 오딧세이 블랙 오딧 블랙 촉촉하다 진하다 오딧세이 블랙,True
4,10년을 넘게 사용하는 제품입니다 향도 좋고 질도 너무 좋은 제품입니다ㆍ 가격이 싸기에 만히 샀어요 감사합ㄴ다,감사,True
54,쭉 사용하고 있는 제품이에요 오딧세이 블랙이 제일 잘 맞는 거 같아요~~!쭉 사용하고 있는 제품이에요! 오딧세이 블랙이 제일 잘 맞는 거 같아요~~!쭉 사용하고 있는 제품이에요~!! 오딧세이 블랙이 제일 잘 맞는 거 같아요,오딧세이 블랙 오딧세이 블랙 오딧세이 블랙,True
3,"칙칙했던 피부가 촉촉해졌어요
선물받아서 잘 쓰고 있어요",피부,True
-1,향이좋고 피부에 살 스며들어 촉촉함을 느낄 수 있어요.,피부,True
12,"좋아요 촉촉해서 좋아요
남성화장품도 여기서 구입해야 겠어요",촉촉하다 남성 화장품 구입,True
-1,"항상 자주 구매하는 상품입니다.
배송도 너무 빨라요~~",빠르다,True
51,가격이 적당하고 배송이 빨라 좋아요.,빠르다,True
20,"오딧세이 로맨틱 스페셜 2종 세트 재구매합니다.
패키지도 고급스럽고 보습 진정 효과가 좋구
스킨, 에멀전, 클렌징폼과 트레블키트를 함께 주는 구성이 좋아 오딧세이 로맨틱 세트 추천합니다 가격과 혜택이 아주 좋아요 !!!",오딧세이 로맨틱 스페셜 세트 패키지 고급 보습 진정 효과 스킨 에멀전 클렌징 트레블키트 구성 오딧세이 로맨틱 세트 혜택,True
20,"오딧세이 로맨틱 스페셜 2종 세트 재구매합니다.
가격과 혜택이 좋아 매번 추천합니다.
보습 진정 효과가 좋구
패키지도 고급스럽고
스킨, 에멀전, 클렌징폼과 트레블키트를 함께 주는 구성이 좋아 오딧세이 로맨틱 세트 추천합니다!",오딧세이 로맨틱 스페셜 세트 혜택 보습 진정 효과 패키지 고급 스킨 에멀전 클렌징 트레블키트 구성 오딧세이 로맨틱 세트,True
20,스킨로션은 늘 오딧세이 로맨틱 스킨 리파이너를 쓰고 있습니다 한번 써보고 맘에 들어서 그후론 쭉 오딧세이 로맨틱 라인을 사용중입니다 사용감도 좋고 향도 좋고 만족합니다 앞으로도 계속 오딧세이 로맨틱 라인을 쓰지 않을까 싶습니다,스킨 로션 오딧세이 로맨틱 스킨 리파이너 오딧세이 로맨틱 라인 오딧세이 로맨틱 라인,True
71,멤버십가입하고 행사제품으로 구입했는데. 향기도 좋고. 순한것같아요. 우디 좋아하거든요. 패키지가 비누랑 바디로션은 집에서 쓰고 핸드크림을 들고다니면서 쓰는데 좋아요. 지인선물로도 괜찮은세트 같아요. 홍보 해주세요 이제품브랜드 저만 몰랐던건가요? 좋네요.,멤버십 가입 구입 향기 순하다 우디 패키지 비누 바디 로션 핸드 크림 지인 괜찮다 세트 홍보 브랜드,True
3,여러가지 구매했는데 다같이 꼼꼼하게 포장했고 빠른배송 좋았어요,빠르다,True
53,여행갈때 딱 좋은 제품입니다. 무난한 제품으로 이제품 있으면 든든합니다,여행,True
4,여행용으로 사용하기 좋아요~ 맘에 들어서 큰걸로 사야겠어요.,여행,True
3,"여행다닐때 요거만 있음 딱 좋겠네요
아주 맘에 듭니당",여행,True
45,행사로 써볼수 있었어요 좋은상품 감사합니다,감사,True
3,"여행갈때 사용했는데요
넘 맘에들어요
좋아요",여행,True
-1,"좋은 제품 감사합니다 
재구매하여 사용하겠습니다",감사,True
81,"너무좋습니다
다음에도 구매하고 싶은 마음입니다",다음,True
-1,여행갈때 썼어요. 향이 무척 좋았네요.,여행,True
34,"항상 잘 사용하고 잇습니다
감사합니다..",감사,True
6,선물하기 넘 좋아요!!! 향기 좋네요~,향기,True
3,여행용으로 가져가기 좋네요 향도 좋아요,여행,True
45,"좋습니다.
향도좋고 감사합니다....",감사,True
3,여행 갈때 가져가면 좋을거 같아요~~,여행,True
49,이니스프리 그린티 세라마이드 크림이 새로 나와서 사용해 보았습니다. 순해서 좋아요. 예전에 그린티 크림 몇 통째 사용하던 것이 있었는데 단종되어서 유목민으로 돌아다니다 비슷한 게 새로 나왔다고 해서 사봤는데 나쁘진 않네요 다만 그전 제품보단 덜 촉촉해서 겨울에는 오일과 함께 바르려합니다.,이니스프리 그린티 세라마이드 크림 순하다 예전 그린티 크림 단종 유목민 나쁘다 겨울 오일,True
49,"이니스프이그린티 세라마이드 크림
 신제품 출시는 그냥 못넘기죠
세라미이드 성분까지 있는 그린티 크림 좋을것 같아요.튜브 타입을 구매 할까 잠깐 고민 했지만 단지타입으로 구매했어요.
그린티 히아루론 크림도 잘사용했는데 이것도 자루사용할것 같아요.",스프 그린티 세라마이드 크림 출시 세라미이드 성분 그린티 크림 튜브 타입 고민 타입 그린티 히아루론 크림 자루,True
34,"잘받았습니다 감사합니다 
맘에들어요",감사,True
49,"그린티 크림 버터 크림이라고도 부르던데 신상이라 또 모셔왔습니다.
이니스프리 그린티 라인은 유명하잖아요 약간 리치하면서 그렇다고 너무 무거운 것은 아니고. 촉촉하게 발리면서
쫀쫀하게 보습해줍니다. 나이트케어로 좋아요.",그린티 크림 버터 크림 신상 이니스프리 그린티 라인 유명 리치 촉촉하다 쫀쫀 보습 나이트 케어,True
3,"사용감이 좋고 가격도 적당해서 재구매 했어요 
온가족 사용하려고 합니다 
재구매템",가족,True
-1,"두번째 구매입니다.
잘 쓰겠습니다.
감사합니다.",감사,True
30,가족이 필요하다고 해서 구매해 보냈습니다. 욕실에서 보인지는 벌써 몇 년 됐습니다. 꾸준히 사용 중이라는 건 제품이 좋다는 뜻이겠지요. 고체 비누보다 사용이나 보관 등 위생상 좋다고 합니다. 그냥 보이기엔 핸드워시처럼 보입니다.,가족 필요 욕실 고체 비누 보관 위생 핸드 워시,True
19,순하고 촉촉해요 건조하지 않아서 좋네요.,순하다 촉촉하다 건조,True
5,고보습이라고 해서 샀어요. 겨울이라서 건조해져서.. 사용전이라 효과는 아직 모르겠지만 레드이치 제품들이 건조한데 좋긴 하더라구요.,보습 겨울 건조 효과 레드이치 건조,True
-1,"늘상 날마다샤워를하는데도
가렵지않아서계속쓰고있어요",샤워,True
3,민감한 피부라 쓰기 좋네욯ㅎㅎ매번쓰던거,피부,True
10,샤워후에 가려움이 있었는데 좋네요,샤워,True
11,일리윤은 순하고 촉촉해서 자주 사용하는데 향이 진한 핸드크림이 싫어 핸드크림도 일리윤으로 사봤습니다.촉촉하고 좋네요.,순하다 진하다 핸드 크림 핸드 크림,True
11,"일리윤
핸드크림 촉촉 보습력 좋습니다.",핸드 크림 보습,True
5,무향에다 촉촉해서 겨울에 쓰기좋아요.,겨울,True
3,겨울에 자주 덧바르다 보니 향이 안나느게 좋더라구요 ㅎㅎㅎ,겨울,True
19,순하고 촉촉하고 발림성이 좋아 자주 사용합니다,순하다 촉촉하다 발림,True
3,배송 빠르고 너무 마음에 들어요 :),빠르다,True
3,빠른 배송 입니다~~,빠르다,True
11,"무향 핸드크림을 찾고 있었는데, 일리윤에서도 핸드크림을 판매하고 있는것을 찾게 되어 구매해보았는데 너무 만족해요. 구매한지 몇달 안에 거의 다 썼어요. 회사에서 사람들 눈치 안보면서 핸드크림 계속 바르기에 최고인 아이템이에요. 핸드크림 향이 너무 강하면, 핸드크림 여러번 바르기에 조금 눈치보이잖아요.",핸드 크림 핸드 크림 판매 회사 눈치 핸드 크림 아이템 핸드 크림 강하다 핸드 크림 눈치,True
-1,"아이 늘 쓰는 제품이에요.
향도 좋고 무난하고 조아요",조아,True
70,몇년째 사용중 온가족이 함꼐 사용하고 있습니다.,가족 함꼐,True
3,온 가족이 함께 사용하기 위해 큰거 샀어요,가족,True
14,"사용해봤던 제품이라 미리구매했어요
용량 큰 제품을 샀더니 양이 매우 넉넉해서 아이들뿐만아니라 온가족이 함께 사용해도 좋을것같아요
아이들 씻겨줄땐 올인원 워시라 따로 샴푸쓰거나 하는 번거로움도 줄여주니 편하게사용할수있어 좋아요",용량 아이 가족 아이 인원 워시 샴푸 편하다,True
-1,여름엔 이제 이 제품으로 사용해야겠어요 너무 좋네요,여름,True
3,배송 빠르고 포장 잘 되어 왔습니다,빠르다,True
3,배송도 빠르고 제품 좋아요,빠르다,True
3,순하고 촉촉해용~~ 양도 생각보다 많고좋아요,순하다 촉촉하다,True
3,빠르게 잘 받았습니다,빠르다,True
9,여름에 팔에 바를 썬크림을 찾았는데 일리윤 저자극 이지워시 썬크림을 보고 바로 구매했어요 평소 민감한 피부라서 화장품 고르기 까다로운데 이 썬크림은 순하고 바르고 나서도 끈적이지 않아서 좋아요 게다가 잘 지워져서 편하기도 하고요,여름 썬크림 자극 썬크림 평소 피부 화장품 썬크림 순하다 편하다,True
-1,여행가서 애들 발라주려고 샀어요 잘 지워지고 좋은 것 같아요. 매년 하나씩 사고 있어요,여행,True
3,"피부가 너무 좋습니다
마음에 너무 좋아요",피부,True
3,항상 여름엔 이것만써요 ㅎㅎ굿이에요!,여름,True
3,여행가서 애들 발라주려고 샀어요 잘 지워지고 좋은 것 같아요,여행,True
3,조아요잘쓰겠습니다~~,조아,True
3,민감성 피부라 구매했어요,피부,True
3,배송 빠르고 만족합니다,빠르다,True
36,"프리메라 리페어링 세라 캡슐 UV 프로텍터 톤업 프라이밍을 사용해봤는데, 기대 이상으로 만족스러웠어요. 제형은 가볍고 촉촉해서 피부에 부드럽게 밀착되며, 자연스러운 핑크빛 톤업 효과로 피부가 한층 화사해 보였어요. 특히, SPF50+ PA++++의 강력한 자외선 차단 기능이 있어 여름철에도 안심하고 사용할 수 있었고, 메이크업 전에 사용하면 베이스가 더욱 잘 밀착되어 지속력도 높아졌습니다. 또한, 세라마이드 캡슐이 함유되어 있어 피부 장벽 강화에도 도움이 되는 느낌이 들었어요. 전반적으로, 자연스러운 톤업과 보습, 자외선 차단을 동시에 원하는 분들께 추천하고 싶은 제품입니다.",프리 페어 세라 캡슐 UV 프로텍터 프라이 기대 이상 피부 밀착 자연 핑크빛 효과 피부 SPF PA 자외선 차단 기능 여름철 안심 메이크업 베이스 밀착 지속 세라마이드 캡슐 함유 피부 장벽 강화 도움 전반 자연 보습 자외선 차단 동시,True
36,씨드 테크 기반의 피부 장벽 솔루션 브랜드 프리메라가 내 놓은 ‘리페어링 세라캡슐 UV프로텍터 톤업 프라이밍’은 강력한 자외선 차단 기능(SPF50+/PA++++)을 지닌 톤업 선크림. 피부 톤을 화사하게 연출해준다. 다음 단계에 바르는 베이스 메이크업의 밀착력과 지속력을 높여주는 효과가 있다,테크 기반 피부 장벽 솔루션 브랜드 프리 페어 세라 캡슐 UV 프로텍터 프라이밍 자외선 차단 기능 SPF PA 크림 피부 연출 다음 단계 베이스 메이크업 밀착 지속 효과,True
36,"프리메라 NEW 리페어링 세라캡슐 UV프로텍터 톤업 프라이밍 일단 톤업이 잘 되네요. 
선크림만으로 화사한 피부 표현되어서 집앞에 나갈때 화장없이 선크림만으로 가능해서 편하고 좋아요
SPF 50이라 자외선 차단 효과도 좋을 거 같아요",프리 페어 세라 캡슐 UV 프로텍터 프라이밍 크림 피부 표현 화장 크림 가능 편하다 SPF 자외선 차단 효과,True
40,"자주 구매합니다~^^ 아모레 다른 브랜드도 
자외선 차단제 써 보았지만, 백탁 없고 눈시림 
전혀 없는 차단제 로는 프리메라 이 자외선 차단제가 정~말 좋아요^^ 차단제 뿐 아니라 세럼의
역할까지 있어서 그러는지 얇게 발리고 답답하지 않아서 좋아요^^",아모레 브랜드 자외선 차단제 시리다 차단제 프리메 자외선 차단제 차단제 역할,True
9,"썬크림 사용할 때 번들거림과
찍찍함? 끈적함?을 싫어하고
하얗게 되는? 그게 좀 없었으면
하는데 이 썬크림은 아주 좋은 편입니다
발림성도 좋고 하얗게 오래 지속되지 않고
끈적임이 별로 없습니다
땀 흘리면 눈도 따갑지 않아서 좋아요",썬크림 썬크림 발림 지속,True
9,프리메라 리페어링세라깹슐유브이 프로덱터 썬크림 중에서도 최고,리페어링세라깹슐유브이 프로덱터 썬크림,True
-1,피부에 잘 스며들어서 바르기가 좋아요. 뜨지 않고 촉촉하게 느껴지네요.,피부,True
79,"어떤 종류의 틴트/립스틱을 발라도 시간이 지나면 각질이 부각됐는데, 이 틴트는 바르고 몇시간이 지나도 건조해지기는 하지만 각질이 부각되지는 않아요!! 너무 만족스럽습니다. 발림성도 좋고 입술 피부 안쪽까지 수분이 차오르는 느낌이 들어서 좋아요. 오히려 바세린이나 호호바립에센스보다 더 촉촉하고 바른 직후에도 잘 스며들어서 끈적이지 않고 산뜻하게 마무리됩니다. 

 제품 자체는 너무 좋지만 두 가지 아쉬움이 있는데요, 쿨톤용 색상도 나왔으면 합니다. 디자인은 예쁘지만 지문자국이 남고 유행을 타는 재질이라 조금 더 무난한 디자인이라면 좋을 것 같아요. 

그렇긴 하지만 제 인생 틴트입니다. 입술 건조한 분들은 꼭 사보세요!! 쿨톤분들이라면 누디로 사시는 걸 추천드립니다.",종류 틴트 립스틱 시간 각질 부각 틴트 시간 건조 각질 부각 발림 입술 피부 안쪽 수분 바세린 호호바 에센스 직후 마무리 자체 아쉬움 색상 디자인 예쁘다 지문 자국 유행 재질 디자인 인생 틴트 입술 건조 누디,True
58,"있던데 이 샴푸는 정말 잘 만든 것 같아요~!! 감고나서 깔끔하면서도 머릿결이 엉키는 느낌이 없이 부드러웠어요~ 그리고 정말로 거품이 크림같이 쫀득하고 풍성해요! 향도 거부감 없는 허브향이고 인공향료가 아닌 점도 맘에 들어요~ 무엇보다 탈모증상완화 효과가 있어서 가장 마음에 들었어요~!! 유산균이 들어가서 두피가 건강해질 것 같아요~ 전성분이 착하면서도 모든면에서 만족스러운 제품은 정말 오랜만이네요!!
패키지 디자인도 깔끔하고 산뜻해서 좋았어요",샴푸 머릿결 거품 크림 쫀득하다 풍성 거부감 허브 인공 향료 탈모 증상 완화 효과 유산균 두피 건강 성분 착하다 오랜만 패키지 디자인,True
58,"7l있던데 이 샴푸는 정말 잘 만든 것 같아요~!! 감고나서 깔끔하면서도 머릿결이 엉키는 느낌이 없이 부드러웠어요~ 그리고 정말로 거품이 크림같이 쫀득하고 풍성해요! 향도 거부감 없는 허브향이고 인공향료가 아닌 점도 맘에 들어요~ 무엇보다 탈모증상완화 효과가 있어서 가장 마음에 들었어요~!! 유산균이 들어가서 두피가 건강해질 것 같아요~ 전성분이 착하면서도 모든면에서 만족스러운 제품은 정말 오랜만이네요!!
패키지 디자인도 깔끔하고 산뜻해서 좋았어요",샴푸 머릿결 거품 크림 쫀득하다 풍성 거부감 허브 인공 향료 탈모 증상 완화 효과 유산균 두피 건강 성분 착하다 오랜만 패키지 디자인,True
-1,뿌리는 핸드크림이라 좋은것 같습니다 보습력도 적당하고 끈적임이 없어서 언제든지 바로 사용하기 좋습니다 양이 적은게 아쉬워요 ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ,핸드 크림 보습,True
51,잘 사용할 것 같아요. 마음에 듭니다. 배송도 엄청 빨라요.,빠르다,True
34,잘받았습니다 감사합니다 ㅎㅎ 잘써볼게요 잘받았습니다 감사합니다,감사 감사,True
34,잘받았습니다 감사합니다 ㅎㅎ 잘써볼게요 잘받았습니다,감사,True
-1,"감사합니다. It was so fast. My skin is nice and beautiful . Thank you so much. little present is so cute 😍 💕 💓, thank you 😊",감사,True
18,"수분 크림은 프리메라 알파인 베리 워터리크림에 정착했어요. 
이 제품 만나고 다른 수분 크림으로 넘어가게 되지 않아요. 바르고 나면 촉촉함도 오래가고 끈적이거나 번들거리지 않아서 사용감도 너무 좋아요! 안써본 사람은 있어도 한번만 쓰는 사람은 없을 거라는 생각이 드는 프리메라 제품 중 하나 입니다.",수분 크림 프리 알파인 베리 워터 크림 정착 수분 크림 프리,True
-1,"건성이고 요즘 속수분이 잘 안채워 지는 느낌이라 크림 후기 보고 구매하게 되었습니다
프리메라 기초와 함께 구매하였는데 같이 써보니 너무 촉촉해진듯한 느낌이 드네요
피부가 확 끌어 안은 듯 스며드는 느낌입니다
프리메라 크림 순하고 용량도 넉넉하고 자주 자주 손이 갈것같아요",건성 요즘 수분 크림 후기 기초 피부 크림 순하다 용량,True
18,"프리메라 워터리 알파인 베리 크림 촉촉하고순해서 좋아요 극건성 예민 피부라 잘 맞는 크림이 몇개 옶는데 바르면 건조함 땡김없이 아침까지 촉촉해셔 좋아요~ 계속 재주문합프리니다.
프리메라 알파인 베리 워터리 크림 촉촉하고 흡수잘되고 보습좋아요 향도 좋고 같이 온 대용량 샘플먼저사용하는데 느므 좋아요~~ 프리메라 추천합니다. 선물용으로 또 구매예정이예요~~~ 프리메라 알파인 베리 워터리 크림",프리 워터 알파인 베리 크림 순하다 건성 피부 크림 건조 아침 촉촉하다 프리 프리 알파인 베리 워터 크림 흡수 보습 용량 샘플 느므 프리 예정 프리 알파인 베리 워터 크림,True
18,"프리메라 알파인베리 워터리 크림
수분크림 튜브 용기라 너무 편해요. 
바를때도 수분감 많이 느껴지고, 바르고 나서도 촉촉함이 오래 유지돼서 좋아요. 
프리메라 제품 순하고 좋은데 특히 알파인베리 워터리 크림은 애장하는 제품중 하나네요.",프리 알파인 베리 워터 크림 수분 크림 튜브 용기 편하다 수분 유지 프리 순하다 알파인 베리 워터 크림,True
31,"1) 일반적으로 물같거 가벼운 타입의 클렌징 오일이 아니었다, 묵직한 느낌으로 클렌징오일과 젤타입 폼클렌징 그 사이! 

2) 젤타입 폼클렌징보다 부드럽게 롤링 되며 첫 도포및 롤링으로 립&아이&페이스 메이크업 의 대부분이 깨끗이 지워졌다

3) 약간의 물을 묻힌후 다시 롤링 해주면 오일이 약간의 거품이 생성되면서 메이크업 잔여물을 깨끗이 지워줌

4) 일반 클렌징 오일과 다르게 산뜻한 마무리감! 

(기존 클렌징 오일은 미끌거리는 느낌이 강해 물세안을 여러번 한 후 클렌징폼으로 2차 세안)

5) 세정력(기본 메이크업 모두 세정됨)및 마무리감(촉촉하고 산뜻한 마무리감)이 좋았다

6) 선크림&베이스 메이크업만 했을때 이 제품 한가지로만 끝!! 

추후 구매의사 1000% 있어요^^",일반 타입 클렌징 오일 클렌징 오일 타입 클렌징 사이 타입 클렌징 롤링 도포 롤링 아이 페이스 메이크업 대부분 약간 롤링 오일 약간 거품 생성 메이크업 잔여 일반 클렌징 오일 다르다 마무리 기존 클렌징 오일 강하다 세안 클렌징 세안 세정 기본 메이크업 세정 마무리 마무리 크림 베이스 메이크업 추후 의사,True
58,"있던데 이 샴푸는 정말 잘 만든 것 같아요~!! 감고나서 깔끔하면서도 머릿결이 엉키는 느낌이 없이 부드러웠어요~ 그리고 정말로 거품이 크림같이 쫀득하고 풍성해요! 향도 거부감 없는 허브향이고 인공향료가 아닌 점도 맘에 들어요~ 무엇보다 탈모증상완화 효과가 있어서 가장 마음에 들었어요~!! 유산균이 들어가서 두피가 건강해질 것 같아요~ 전성분이 착하면서도 모든면에서 만족스러운 제품은 정말 오랜만이네요!!
패키지 디자인도 깔끔하고 산뜻해서 좋았어요",샴푸 머릿결 거품 크림 쫀득하다 풍성 거부감 허브 인공 향료 탈모 증상 완화 효과 유산균 두피 건강 성분 착하다 오랜만 패키지 디자인,True
31,"클렌징 오일처럼 얇게 롤링되는 느낌보다는

묵직한 느낌이 강한 제품입니다

물없이 제품을 덜어내서 피부에 롤링했을땐

묵직한 느낌의 오일 느낌이 있습니다.

충분히 문지른 후에 물을 많이 묻혀 롤링했더니

바로 거품이 나네요~!

다른 클렌징 오일을 쓰면 사용하고나서 잔여감이 없지않아 있었는데 이 제품은 폼으로 변해서 거품 세안까지 되니 2차 세안을 따로 하지 않아도 개운합니다 ^^

향도 릴렉스가 되는 향이라 인공적이지 않고 너무 좋아요",클렌징 오일 롤링 강하다 피부 롤링 오일 롤링 거품 클렌징 오일 잔여 거품 세안 세안 개운하다 렉스 인공,True
31,클렌징오일과 폼클렌징으로항상 이중세안을 했었는데 이제품 쓰고부터는 요거하나로 끝냅니다.근데 처음 맨얼굴에 바를때 오일처럼 투명이 아니라 롤링하면 하얗게 되는데 그게 정상인건지 롤링후 물묻히면 거품은 풍성하게 올라오는데 암튼 세정력도 좋고 순해서 기초부터 모두 프리메라로바꿨네요,클렌징 오일 클렌징 이중 세안 얼굴 오일 투명 롤링 정상 롤링 거품 세정 순하다 기초 프리,True
3,"선물하려고 샀어요
배송 정말 빠르고
제품은 말해 뭐해요~~^^
만족!합니다!",빠르다,True
3,"항상 사용 하는 제품인데
싸게 잘 구매 했어요
사은품도 많고요
올겨울 촉촉하게 보낼것 같아요~^^**",겨울,True
6,"스킨이랑 에멀전 세트 구매시 아이크림이랑 크림이 함께 오는 구성이라 너무 만족스럽습니다!
처음에 엄마가 쓰시던 제품인데 너무 좋아서 따라 샀어요!!
부담없이 촉촉하고 건조함 없이 지속되서 앞으로 기초템은 정착하고 사용할것 같습니다!! 
없어지지 말고 쭉 함께하길 바랍니다
감사합니다",스킨 세트 아이 크림 크림 구성 처음 엄마 부담 건조 지속 기초 정착 감사,True
24,"생각보다 용기가 커서 패드 크기도 큰가했는데 그건 아니라서 좀 아쉬워요, 집게도 뚜껑에 붙어있는게 아니라 따로 2중 뚜껑? 에 있어서 좀 불편합니다

모공관리에 도움이 된다고 해서 물토너 느낌일줄 알았는데 잔여감은 없되 촉촉해서 에센스자체는 마음에 들어요 
가격을 조금 더 낮추거나 양을 늘리면 더 좋을것같아요",용기 패드 크기 집게 뚜껑 뚜껑 불편 모공 관리 도움 토너 잔여 에센스 자체,True
32,한율 NEW 부들밤 모공수축 패드 50매 잘 사용하고 있습니다 그리고 이거 향이 너무 좋아요..맛있는 느낌ㅇ으로 좋음ㅎ..패드 꺼내쓸때마다 냄새엄청 맡게됨..아무튼 다른 패드랑 같이 사용하고 있어서 아직 좀 남아있긴한데 다쓰면 재구매하려구요 좋음,부들 모공 수축 패드 맛있다 패드 냄새 패드,True
32,패드 마니아라 쟁여놓고 쓰는 편이에요 아직 개봉전이지만 한율 패드 좋은것 같아요 톡톡한 패드가 얼굴에 올려놓고 팩하기 좋아서 어린쑥 패드랑 번갈아가면서잘 쓰고 있어요. 모공고민이 있어서 이번엔 부들밤패드 자주 써보려구요,패드 마니아 개봉 패드 패드 얼굴 어리다 패드 모공 고민 부들 패드,True
5,추운 겨울에 잘 쓰고 있어요. 촉촉하고 좋아요,겨울,True
21,"한율 순해서 피부에 잘 맞아서 자주 구매해요 
몆년째 꾸준히 이용중이네요
입술이 건조해서 립밤은 꼭 발라주는데 
촉촉하고 가격도 착한 이제품으로~ 
자초랑 어린쑥 제일 좋아하는데 쌀도 궁금해서 주문했어요 
색이 발색되는건 없는것같아요
그냥 무난하게 초촉하고 자연스러워요
다음에는 서리태도 구매 해봐야겠어요",순하다 피부 이용 입술 건조 립밤 촉촉하다 착하다 자초 어리다 자연 다음 서리 태도,True
21,가성비 좋은 한율 립밤! 오래도록 자초만 써오다 조금 더 내츄럴한게 필요해서 빨간쌀도 구매해봤어요. 발색은 생각보다 많이 자연스럽긴 해요. 보습력은 넘 만족하며 씁니다. 열심히 바르고있어서 그런지 올겨울 입술 터본적없어요,가성비 립밤 자초 내츄럴 필요 자연 보습 겨울 입술,True
21,한율 핸드크림 유자 자초 서리태 빨간쌀 다 써봤는데 저는 자초가 제일 마음에 들어서 또 구매하게 됐어요 요즘 날씨도 덥지만 코로나 시국이라 손소독제 자주 사용하고 손 세정도 자주하게 되어서 굉장히 손이 건조해졌는데 자초는 굉장히 꾸덕한 제형같은데 흡수가 빠르게되고 그만큼 보습도 잘되어서 마음에 듭니다,핸드 크림 유자 자초 서리 자초 요즘 날씨 코로나 시국 소독제 세정 건조 자초 꾸덕 제형 흡수 빠르다 보습,True
32,향좋고 패드가 실크임 많은 패드를 써봤지만 피부에서 미끄러지는 패드는 처음!,패드 실크 패드 피부 패드 처음,True
3,순하고 촉촉합니다 재구매 템이에요 좋네요,순하다 촉촉하다,True
3,촉척하니 좋아요 피부가 좋아지는 느낌 이에에요,피부,True
-1,"향도 은은하고 양도 많고 피부가 되게 보들보들해요
완전 좋아요
사용해 보아야 압니다!",피부,True
3,배송 빠르고 선물용르로 아주 좋습니다,빠르다,True
34,이거하나만 써요 제일 좋은고 같아요 감사합니댜,감사,True
10,"두번째 구매입니다
향도 좋고 샤워후 피부가 매끄러워요",샤워 피부,True
